"Id_Votacao";"Senador";"Voto";"Partido";"UF";"ID"
"2020001";"ACIR GURGACZ";"S";"PDT";"RO";2473
"2020001";"ALESSANDRO VIEIRA";"S";"CIDADANIA";"SE";5484
"2020001";"ALVARO DIAS";"S";"PODEMOS";"PR";2318
"2020001";"ANGELO CORONEL";"S";"PSD";"BA";5464
"2020001";"ANTONIO ANASTASIA";"A";"PSD";"MG";5127
"2020001";"AROLDE DE OLIVEIRA";"S";"PSD";"RJ";2633
"2020001";"CARLOS VIANA";"S";"PSD";"MG";5473
"2020001";"CHICO RODRIGUES";"S";"DEM";"RR";2753
"2020001";"CIRO NOGUEIRA";"S";"PP";"PI";2681
"2020001";"CONFÚCIO MOURA";"S";"MDB";"RO";2685
"2020001";"DANIELLA RIBEIRO";"S";"PP";"PB";5477
"2020001";"DÁRIO BERGER";"S";"MDB";"SC";5128
"2020001";"DAVI ALCOLUMBRE";"A";"DEM";"AP";4151
"2020001";"EDUARDO BRAGA";"S";"MDB";"AM";3372
"2020001";"EDUARDO GIRÃO";"S";"PODEMOS";"CE";5466
"2020001";"EDUARDO GOMES";"S";"MDB";"TO";4163
"2020001";"ELIZIANE GAMA";"S";"CIDADANIA";"MA";5020
"2020001";"ELMANO FÉRRER";"S";"PODEMOS";"PI";5131
"2020001";"ESPERIDIÃO AMIN";"S";"PP";"SC";2356
"2020001";"FABIANO CONTARATO";"S";"REDE";"ES";5468
"2020001";"FERNANDO BEZERRA COELHO";"S";"MDB";"PE";3409
"2020001";"FERNANDO COLLOR";"S";"PROS";"AL";2490
"2020001";"FLÁVIO ARNS";"S";"REDE";"PR";2747
"2020001";"FLÁVIO BOLSONARO";"S";"S/PART";"RJ";5480
"2020001";"HUMBERTO COSTA";"S";"PT";"PE";2780
"2020001";"IRAJÁ";"S";"PSD";"TO";4831
"2020001";"IZALCI LUCAS";"S";"PSDB";"DF";4558
"2020001";"JADER BARBALHO";"S";"MDB";"PA";4194
"2020001";"JAQUES WAGNER";"S";"PT";"BA";2801
"2020001";"JARBAS VASCONCELOS";"S";"MDB";"PE";2532
"2020001";"JAYME CAMPOS";"S";"DEM";"MT";2359
"2020001";"JEAN PAUL PRATES";"S";"PT";"RN";5482
"2020001";"JORGE KAJURU";"S";"CIDADANIA";"GO";5470
"2020001";"JORGINHO MELLO";"S";"PL";"SC";4822
"2020001";"JOSÉ MARANHÃO";"S";"MDB";"PB";3559
"2020001";"JOSÉ SERRA";"S";"PSDB";"SP";3566
"2020001";"JUÍZA SELMA";"A";"PODEMOS";"MT";5476
"2020001";"LASIER MARTINS";"S";"PODEMOS";"RS";5134
"2020001";"LEILA BARROS";"S";"PSB";"DF";5467
"2020001";"LUIS CARLOS HEINZE";"S";"PP";"RS";3974
"2020001";"LUIZ DO CARMO";"S";"MDB";"GO";5472
"2020001";"LUIZ PASTORE";"S";"MDB";"ES";2542
"2020001";"MAILZA GOMES";"S";"PP";"AC";5462
"2020001";"MAJOR OLIMPIO";"S";"PSL";"SP";4923
"2020001";"MARA GABRILLI";"S";"PSDB";"SP";4786
"2020001";"MARCELO CASTRO";"S";"MDB";"PI";3979
"2020001";"MARCIO BITTAR";"S";"MDB";"AC";3980
"2020001";"MARCOS DO VAL";"S";"PODEMOS";"ES";5469
"2020001";"MARCOS ROGÉRIO";"S";"DEM";"RO";4869
"2020001";"MARIA DO CARMO ALVES";"S";"DEM";"SE";2557
"2020001";"MECIAS DE JESUS";"S";"REPUBLICANOS";"RR";5483
"2020001";"NELSINHO TRAD";"A";"PSD";"MS";5474
"2020001";"OMAR AZIZ";"S";"PSD";"AM";5135
"2020001";"ORIOVISTO GUIMARÃES";"S";"PODEMOS";"PR";5479
"2020001";"OTTO ALENCAR";"S";"PSD";"BA";5136
"2020001";"PAULO ALBUQUERQUE";"S";"PSD";"AP";5504
"2020001";"PAULO PAIM";"S";"PT";"RS";2979
"2020001";"PAULO ROCHA";"S";"PT";"PA";2981
"2020001";"PLÍNIO VALÉRIO";"S";"PSDB";"AM";4906
"2020001";"PRISCO BEZERRA";"S";"PDT";"CE";5503
"2020001";"RANDOLFE RODRIGUES";"S";"REDE";"AP";4637
"2020001";"REGUFFE";"S";"PODEMOS";"DF";4725
"2020001";"RENAN CALHEIROS";"S";"MDB";"AL";3751
"2020001";"ROBERTO ROCHA";"S";"PSDB";"MA";3019
"2020001";"RODRIGO CUNHA";"S";"PSDB";"AL";5461
"2020001";"RODRIGO PACHECO";"S";"DEM";"MG";5083
"2020001";"ROGÉRIO CARVALHO";"S";"PT";"SE";4828
"2020001";"ROMÁRIO";"S";"PODEMOS";"RJ";4717
"2020001";"SÉRGIO PETECÃO";"A";"PSD";"AC";4537
"2020001";"SIMONE TEBET";"S";"MDB";"MS";5141
"2020001";"SORAYA THRONICKE";"S";"PSL";"MS";5475
"2020001";"STYVENSON VALENTIM";"S";"PODEMOS";"RN";5481
"2020001";"TASSO JEREISSATI";"S";"PSDB";"CE";2454
"2020001";"TELMÁRIO MOTA";"S";"PROS";"RR";5142
"2020001";"VANDERLAN CARDOSO";"A";"PSD";"GO";5471
"2020001";"VENEZIANO VITAL DO RÊGO";"S";"PSB";"PB";5079
"2020001";"WELLINGTON FAGUNDES";"S";"PL";"MT";3088
"2020001";"WEVERTON";"S";"PDT";"MA";4867
"2020001";"ZENAIDE MAIA";"S";"PROS";"RN";5048
"2020001";"ZEQUINHA MARINHO";"S";"PSC";"PA";4302
"2020002";"ACIR GURGACZ";"S";"PDT";"RO";2473
"2020002";"ALESSANDRO VIEIRA";"S";"CIDADANIA";"SE";5484
"2020002";"ALVARO DIAS";"S";"PODEMOS";"PR";2318
"2020002";"ANGELO CORONEL";"S";"PSD";"BA";5464
"2020002";"ANTONIO ANASTASIA";"A";"PSD";"MG";5127
"2020002";"AROLDE DE OLIVEIRA";"S";"PSD";"RJ";2633
"2020002";"CARLOS VIANA";"S";"PSD";"MG";5473
"2020002";"CHICO RODRIGUES";"S";"DEM";"RR";2753
"2020002";"CIRO NOGUEIRA";"S";"PP";"PI";2681
"2020002";"CONFÚCIO MOURA";"S";"MDB";"RO";2685
"2020002";"DANIELLA RIBEIRO";"S";"PP";"PB";5477
"2020002";"DÁRIO BERGER";"S";"MDB";"SC";5128
"2020002";"DAVI ALCOLUMBRE";"A";"DEM";"AP";4151
"2020002";"EDUARDO BRAGA";"S";"MDB";"AM";3372
"2020002";"EDUARDO GIRÃO";"S";"PODEMOS";"CE";5466
"2020002";"EDUARDO GOMES";"S";"MDB";"TO";4163
"2020002";"ELIZIANE GAMA";"S";"CIDADANIA";"MA";5020
"2020002";"ELMANO FÉRRER";"S";"PODEMOS";"PI";5131
"2020002";"ESPERIDIÃO AMIN";"S";"PP";"SC";2356
"2020002";"FABIANO CONTARATO";"S";"REDE";"ES";5468
"2020002";"FERNANDO BEZERRA COELHO";"S";"MDB";"PE";3409
"2020002";"FERNANDO COLLOR";"S";"PROS";"AL";2490
"2020002";"FLÁVIO ARNS";"S";"REDE";"PR";2747
"2020002";"FLÁVIO BOLSONARO";"S";"S/PART";"RJ";5480
"2020002";"HUMBERTO COSTA";"S";"PT";"PE";2780
"2020002";"IRAJÁ";"S";"PSD";"TO";4831
"2020002";"IZALCI LUCAS";"S";"PSDB";"DF";4558
"2020002";"JADER BARBALHO";"S";"MDB";"PA";4194
"2020002";"JAQUES WAGNER";"S";"PT";"BA";2801
"2020002";"JARBAS VASCONCELOS";"S";"MDB";"PE";2532
"2020002";"JAYME CAMPOS";"S";"DEM";"MT";2359
"2020002";"JEAN PAUL PRATES";"S";"PT";"RN";5482
"2020002";"JORGE KAJURU";"S";"CIDADANIA";"GO";5470
"2020002";"JORGINHO MELLO";"S";"PL";"SC";4822
"2020002";"JOSÉ MARANHÃO";"S";"MDB";"PB";3559
"2020002";"JOSÉ SERRA";"S";"PSDB";"SP";3566
"2020002";"JUÍZA SELMA";"S";"PODEMOS";"MT";5476
"2020002";"LASIER MARTINS";"S";"PODEMOS";"RS";5134
"2020002";"LEILA BARROS";"S";"PSB";"DF";5467
"2020002";"LUIS CARLOS HEINZE";"S";"PP";"RS";3974
"2020002";"LUIZ DO CARMO";"S";"MDB";"GO";5472
"2020002";"LUIZ PASTORE";"S";"MDB";"ES";2542
"2020002";"MAILZA GOMES";"S";"PP";"AC";5462
"2020002";"MAJOR OLIMPIO";"S";"PSL";"SP";4923
"2020002";"MARA GABRILLI";"S";"PSDB";"SP";4786
"2020002";"MARCELO CASTRO";"S";"MDB";"PI";3979
"2020002";"MARCIO BITTAR";"S";"MDB";"AC";3980
"2020002";"MARCOS DO VAL";"S";"PODEMOS";"ES";5469
"2020002";"MARCOS ROGÉRIO";"S";"DEM";"RO";4869
"2020002";"MARIA DO CARMO ALVES";"S";"DEM";"SE";2557
"2020002";"MECIAS DE JESUS";"S";"REPUBLICANOS";"RR";5483
"2020002";"NELSINHO TRAD";"A";"PSD";"MS";5474
"2020002";"OMAR AZIZ";"S";"PSD";"AM";5135
"2020002";"ORIOVISTO GUIMARÃES";"S";"PODEMOS";"PR";5479
"2020002";"OTTO ALENCAR";"S";"PSD";"BA";5136
"2020002";"PAULO ALBUQUERQUE";"S";"PSD";"AP";5504
"2020002";"PAULO PAIM";"S";"PT";"RS";2979
"2020002";"PAULO ROCHA";"S";"PT";"PA";2981
"2020002";"PLÍNIO VALÉRIO";"S";"PSDB";"AM";4906
"2020002";"PRISCO BEZERRA";"S";"PDT";"CE";5503
"2020002";"RANDOLFE RODRIGUES";"S";"REDE";"AP";4637
"2020002";"REGUFFE";"S";"PODEMOS";"DF";4725
"2020002";"RENAN CALHEIROS";"A";"MDB";"AL";3751
"2020002";"ROBERTO ROCHA";"S";"PSDB";"MA";3019
"2020002";"RODRIGO CUNHA";"S";"PSDB";"AL";5461
"2020002";"RODRIGO PACHECO";"S";"DEM";"MG";5083
"2020002";"ROGÉRIO CARVALHO";"S";"PT";"SE";4828
"2020002";"ROMÁRIO";"S";"PODEMOS";"RJ";4717
"2020002";"SÉRGIO PETECÃO";"S";"PSD";"AC";4537
"2020002";"SIMONE TEBET";"S";"MDB";"MS";5141
"2020002";"SORAYA THRONICKE";"S";"PSL";"MS";5475
"2020002";"STYVENSON VALENTIM";"S";"PODEMOS";"RN";5481
"2020002";"TASSO JEREISSATI";"S";"PSDB";"CE";2454
"2020002";"TELMÁRIO MOTA";"S";"PROS";"RR";5142
"2020002";"VANDERLAN CARDOSO";"S";"PSD";"GO";5471
"2020002";"VENEZIANO VITAL DO RÊGO";"S";"PSB";"PB";5079
"2020002";"WELLINGTON FAGUNDES";"S";"PL";"MT";3088
"2020002";"WEVERTON";"S";"PDT";"MA";4867
"2020002";"ZENAIDE MAIA";"S";"PROS";"RN";5048
"2020002";"ZEQUINHA MARINHO";"S";"PSC";"PA";4302
"2020003";"ACIR GURGACZ";"S";"PDT";"RO";2473
"2020003";"ALESSANDRO VIEIRA";"S";"CIDADANIA";"SE";5484
"2020003";"ALVARO DIAS";"S";"PODEMOS";"PR";2318
"2020003";"ANGELO CORONEL";"S";"PSD";"BA";5464
"2020003";"ANTONIO ANASTASIA";"A";"PSD";"MG";5127
"2020003";"AROLDE DE OLIVEIRA";"S";"PSD";"RJ";2633
"2020003";"CARLOS VIANA";"S";"PSD";"MG";5473
"2020003";"CHICO RODRIGUES";"S";"DEM";"RR";2753
"2020003";"CIRO NOGUEIRA";"S";"PP";"PI";2681
"2020003";"CONFÚCIO MOURA";"S";"MDB";"RO";2685
"2020003";"DANIELLA RIBEIRO";"S";"PP";"PB";5477
"2020003";"DÁRIO BERGER";"S";"MDB";"SC";5128
"2020003";"DAVI ALCOLUMBRE";"A";"DEM";"AP";4151
"2020003";"EDUARDO BRAGA";"S";"MDB";"AM";3372
"2020003";"EDUARDO GIRÃO";"S";"PODEMOS";"CE";5466
"2020003";"EDUARDO GOMES";"S";"MDB";"TO";4163
"2020003";"ELIZIANE GAMA";"S";"CIDADANIA";"MA";5020
"2020003";"ELMANO FÉRRER";"S";"PODEMOS";"PI";5131
"2020003";"ESPERIDIÃO AMIN";"S";"PP";"SC";2356
"2020003";"FABIANO CONTARATO";"S";"REDE";"ES";5468
"2020003";"FERNANDO BEZERRA COELHO";"S";"MDB";"PE";3409
"2020003";"FERNANDO COLLOR";"S";"PROS";"AL";2490
"2020003";"FLÁVIO ARNS";"S";"REDE";"PR";2747
"2020003";"FLÁVIO BOLSONARO";"S";"S/PART";"RJ";5480
"2020003";"HUMBERTO COSTA";"S";"PT";"PE";2780
"2020003";"IRAJÁ";"S";"PSD";"TO";4831
"2020003";"IZALCI LUCAS";"S";"PSDB";"DF";4558
"2020003";"JADER BARBALHO";"S";"MDB";"PA";4194
"2020003";"JAQUES WAGNER";"S";"PT";"BA";2801
"2020003";"JARBAS VASCONCELOS";"S";"MDB";"PE";2532
"2020003";"JAYME CAMPOS";"S";"DEM";"MT";2359
"2020003";"JEAN PAUL PRATES";"S";"PT";"RN";5482
"2020003";"JORGE KAJURU";"S";"CIDADANIA";"GO";5470
"2020003";"JORGINHO MELLO";"S";"PL";"SC";4822
"2020003";"JOSÉ MARANHÃO";"S";"MDB";"PB";3559
"2020003";"JOSÉ SERRA";"S";"PSDB";"SP";3566
"2020003";"JUÍZA SELMA";"S";"PODEMOS";"MT";5476
"2020003";"LASIER MARTINS";"S";"PODEMOS";"RS";5134
"2020003";"LEILA BARROS";"S";"PSB";"DF";5467
"2020003";"LUIS CARLOS HEINZE";"S";"PP";"RS";3974
"2020003";"LUIZ DO CARMO";"S";"MDB";"GO";5472
"2020003";"LUIZ PASTORE";"S";"MDB";"ES";2542
"2020003";"MAILZA GOMES";"S";"PP";"AC";5462
"2020003";"MAJOR OLIMPIO";"S";"PSL";"SP";4923
"2020003";"MARA GABRILLI";"S";"PSDB";"SP";4786
"2020003";"MARCELO CASTRO";"S";"MDB";"PI";3979
"2020003";"MARCIO BITTAR";"S";"MDB";"AC";3980
"2020003";"MARCOS DO VAL";"S";"PODEMOS";"ES";5469
"2020003";"MARCOS ROGÉRIO";"S";"DEM";"RO";4869
"2020003";"MARIA DO CARMO ALVES";"S";"DEM";"SE";2557
"2020003";"MECIAS DE JESUS";"S";"REPUBLICANOS";"RR";5483
"2020003";"NELSINHO TRAD";"A";"PSD";"MS";5474
"2020003";"OMAR AZIZ";"S";"PSD";"AM";5135
"2020003";"ORIOVISTO GUIMARÃES";"S";"PODEMOS";"PR";5479
"2020003";"OTTO ALENCAR";"S";"PSD";"BA";5136
"2020003";"PAULO ALBUQUERQUE";"S";"PSD";"AP";5504
"2020003";"PAULO PAIM";"S";"PT";"RS";2979
"2020003";"PAULO ROCHA";"S";"PT";"PA";2981
"2020003";"PLÍNIO VALÉRIO";"S";"PSDB";"AM";4906
"2020003";"PRISCO BEZERRA";"S";"PDT";"CE";5503
"2020003";"RANDOLFE RODRIGUES";"S";"REDE";"AP";4637
"2020003";"REGUFFE";"S";"PODEMOS";"DF";4725
"2020003";"RENAN CALHEIROS";"S";"MDB";"AL";3751
"2020003";"ROBERTO ROCHA";"S";"PSDB";"MA";3019
"2020003";"RODRIGO CUNHA";"S";"PSDB";"AL";5461
"2020003";"RODRIGO PACHECO";"S";"DEM";"MG";5083
"2020003";"ROGÉRIO CARVALHO";"S";"PT";"SE";4828
"2020003";"ROMÁRIO";"S";"PODEMOS";"RJ";4717
"2020003";"SÉRGIO PETECÃO";"S";"PSD";"AC";4537
"2020003";"SIMONE TEBET";"S";"MDB";"MS";5141
"2020003";"SORAYA THRONICKE";"S";"PSL";"MS";5475
"2020003";"STYVENSON VALENTIM";"S";"PODEMOS";"RN";5481
"2020003";"TASSO JEREISSATI";"S";"PSDB";"CE";2454
"2020003";"TELMÁRIO MOTA";"S";"PROS";"RR";5142
"2020003";"VANDERLAN CARDOSO";"S";"PSD";"GO";5471
"2020003";"VENEZIANO VITAL DO RÊGO";"S";"PSB";"PB";5079
"2020003";"WELLINGTON FAGUNDES";"S";"PL";"MT";3088
"2020003";"WEVERTON";"S";"PDT";"MA";4867
"2020003";"ZENAIDE MAIA";"S";"PROS";"RN";5048
"2020003";"ZEQUINHA MARINHO";"S";"PSC";"PA";4302
"2020004";"ACIR GURGACZ";"S";"PDT";"RO";2473
"2020004";"ALESSANDRO VIEIRA";"S";"CIDADANIA";"SE";5484
"2020004";"ALVARO DIAS";"S";"PODEMOS";"PR";2318
"2020004";"ANGELO CORONEL";"S";"PSD";"BA";5464
"2020004";"ANTONIO ANASTASIA";"A";"PSD";"MG";5127
"2020004";"AROLDE DE OLIVEIRA";"S";"PSD";"RJ";2633
"2020004";"CARLOS VIANA";"A";"PSD";"MG";5473
"2020004";"CHICO RODRIGUES";"S";"DEM";"RR";2753
"2020004";"CIRO NOGUEIRA";"S";"PP";"PI";2681
"2020004";"CONFÚCIO MOURA";"S";"MDB";"RO";2685
"2020004";"DANIELLA RIBEIRO";"S";"PP";"PB";5477
"2020004";"DÁRIO BERGER";"S";"MDB";"SC";5128
"2020004";"DAVI ALCOLUMBRE";"A";"DEM";"AP";4151
"2020004";"EDUARDO BRAGA";"S";"MDB";"AM";3372
"2020004";"EDUARDO GIRÃO";"S";"PODEMOS";"CE";5466
"2020004";"EDUARDO GOMES";"S";"MDB";"TO";4163
"2020004";"ELIZIANE GAMA";"S";"CIDADANIA";"MA";5020
"2020004";"ELMANO FÉRRER";"S";"PODEMOS";"PI";5131
"2020004";"ESPERIDIÃO AMIN";"S";"PP";"SC";2356
"2020004";"FABIANO CONTARATO";"S";"REDE";"ES";5468
"2020004";"FERNANDO BEZERRA COELHO";"S";"MDB";"PE";3409
"2020004";"FERNANDO COLLOR";"S";"PROS";"AL";2490
"2020004";"FLÁVIO ARNS";"S";"REDE";"PR";2747
"2020004";"FLÁVIO BOLSONARO";"S";"S/PART";"RJ";5480
"2020004";"HUMBERTO COSTA";"S";"PT";"PE";2780
"2020004";"IRAJÁ";"S";"PSD";"TO";4831
"2020004";"IZALCI LUCAS";"S";"PSDB";"DF";4558
"2020004";"JADER BARBALHO";"S";"MDB";"PA";4194
"2020004";"JAQUES WAGNER";"S";"PT";"BA";2801
"2020004";"JARBAS VASCONCELOS";"S";"MDB";"PE";2532
"2020004";"JAYME CAMPOS";"S";"DEM";"MT";2359
"2020004";"JEAN PAUL PRATES";"S";"PT";"RN";5482
"2020004";"JORGE KAJURU";"S";"CIDADANIA";"GO";5470
"2020004";"JORGINHO MELLO";"S";"PL";"SC";4822
"2020004";"JOSÉ MARANHÃO";"S";"MDB";"PB";3559
"2020004";"JOSÉ SERRA";"S";"PSDB";"SP";3566
"2020004";"JUÍZA SELMA";"S";"PODEMOS";"MT";5476
"2020004";"LASIER MARTINS";"S";"PODEMOS";"RS";5134
"2020004";"LEILA BARROS";"S";"PSB";"DF";5467
"2020004";"LUIS CARLOS HEINZE";"S";"PP";"RS";3974
"2020004";"LUIZ DO CARMO";"S";"MDB";"GO";5472
"2020004";"LUIZ PASTORE";"S";"MDB";"ES";2542
"2020004";"MAILZA GOMES";"S";"PP";"AC";5462
"2020004";"MAJOR OLIMPIO";"S";"PSL";"SP";4923
"2020004";"MARA GABRILLI";"S";"PSDB";"SP";4786
"2020004";"MARCELO CASTRO";"S";"MDB";"PI";3979
"2020004";"MARCIO BITTAR";"S";"MDB";"AC";3980
"2020004";"MARCOS DO VAL";"S";"PODEMOS";"ES";5469
"2020004";"MARCOS ROGÉRIO";"S";"DEM";"RO";4869
"2020004";"MARIA DO CARMO ALVES";"S";"DEM";"SE";2557
"2020004";"MECIAS DE JESUS";"S";"REPUBLICANOS";"RR";5483
"2020004";"NELSINHO TRAD";"A";"PSD";"MS";5474
"2020004";"OMAR AZIZ";"S";"PSD";"AM";5135
"2020004";"ORIOVISTO GUIMARÃES";"S";"PODEMOS";"PR";5479
"2020004";"OTTO ALENCAR";"S";"PSD";"BA";5136
"2020004";"PAULO ALBUQUERQUE";"S";"PSD";"AP";5504
"2020004";"PAULO PAIM";"S";"PT";"RS";2979
"2020004";"PAULO ROCHA";"S";"PT";"PA";2981
"2020004";"PLÍNIO VALÉRIO";"S";"PSDB";"AM";4906
"2020004";"PRISCO BEZERRA";"S";"PDT";"CE";5503
"2020004";"RANDOLFE RODRIGUES";"S";"REDE";"AP";4637
"2020004";"REGUFFE";"S";"PODEMOS";"DF";4725
"2020004";"RENAN CALHEIROS";"A";"MDB";"AL";3751
"2020004";"ROBERTO ROCHA";"S";"PSDB";"MA";3019
"2020004";"RODRIGO CUNHA";"S";"PSDB";"AL";5461
"2020004";"RODRIGO PACHECO";"S";"DEM";"MG";5083
"2020004";"ROGÉRIO CARVALHO";"S";"PT";"SE";4828
"2020004";"ROMÁRIO";"S";"PODEMOS";"RJ";4717
"2020004";"SÉRGIO PETECÃO";"S";"PSD";"AC";4537
"2020004";"SIMONE TEBET";"S";"MDB";"MS";5141
"2020004";"SORAYA THRONICKE";"S";"PSL";"MS";5475
"2020004";"STYVENSON VALENTIM";"S";"PODEMOS";"RN";5481
"2020004";"TASSO JEREISSATI";"S";"PSDB";"CE";2454
"2020004";"TELMÁRIO MOTA";"S";"PROS";"RR";5142
"2020004";"VANDERLAN CARDOSO";"S";"PSD";"GO";5471
"2020004";"VENEZIANO VITAL DO RÊGO";"S";"PSB";"PB";5079
"2020004";"WELLINGTON FAGUNDES";"S";"PL";"MT";3088
"2020004";"WEVERTON";"S";"PDT";"MA";4867
"2020004";"ZENAIDE MAIA";"S";"PROS";"RN";5048
"2020004";"ZEQUINHA MARINHO";"S";"PSC";"PA";4302
"2020005";"ACIR GURGACZ";"S";"PDT";"RO";2473
"2020005";"ALESSANDRO VIEIRA";"S";"CIDADANIA";"SE";5484
"2020005";"ALVARO DIAS";"S";"PODEMOS";"PR";2318
"2020005";"ANGELO CORONEL";"S";"PSD";"BA";5464
"2020005";"ANTONIO ANASTASIA";"A";"PSD";"MG";5127
"2020005";"AROLDE DE OLIVEIRA";"S";"PSD";"RJ";2633
"2020005";"CARLOS VIANA";"S";"PSD";"MG";5473
"2020005";"CHICO RODRIGUES";"S";"DEM";"RR";2753
"2020005";"CIRO NOGUEIRA";"S";"PP";"PI";2681
"2020005";"CONFÚCIO MOURA";"S";"MDB";"RO";2685
"2020005";"DANIELLA RIBEIRO";"S";"PP";"PB";5477
"2020005";"DÁRIO BERGER";"S";"MDB";"SC";5128
"2020005";"DAVI ALCOLUMBRE";"A";"DEM";"AP";4151
"2020005";"EDUARDO BRAGA";"S";"MDB";"AM";3372
"2020005";"EDUARDO GIRÃO";"S";"PODEMOS";"CE";5466
"2020005";"EDUARDO GOMES";"S";"MDB";"TO";4163
"2020005";"ELIZIANE GAMA";"S";"CIDADANIA";"MA";5020
"2020005";"ELMANO FÉRRER";"S";"PODEMOS";"PI";5131
"2020005";"ESPERIDIÃO AMIN";"S";"PP";"SC";2356
"2020005";"FABIANO CONTARATO";"S";"REDE";"ES";5468
"2020005";"FERNANDO BEZERRA COELHO";"S";"MDB";"PE";3409
"2020005";"FERNANDO COLLOR";"S";"PROS";"AL";2490
"2020005";"FLÁVIO ARNS";"S";"REDE";"PR";2747
"2020005";"FLÁVIO BOLSONARO";"S";"REPUBLICANOS";"RJ";5480
"2020005";"HUMBERTO COSTA";"S";"PT";"PE";2780
"2020005";"IRAJÁ";"S";"PSD";"TO";4831
"2020005";"IZALCI LUCAS";"S";"PSDB";"DF";4558
"2020005";"JADER BARBALHO";"S";"MDB";"PA";4194
"2020005";"JAQUES WAGNER";"S";"PT";"BA";2801
"2020005";"JARBAS VASCONCELOS";"S";"MDB";"PE";2532
"2020005";"JAYME CAMPOS";"S";"DEM";"MT";2359
"2020005";"JEAN PAUL PRATES";"S";"PT";"RN";5482
"2020005";"JORGE KAJURU";"S";"CIDADANIA";"GO";5470
"2020005";"JORGINHO MELLO";"S";"PL";"SC";4822
"2020005";"JOSÉ MARANHÃO";"S";"MDB";"PB";3559
"2020005";"JOSÉ SERRA";"S";"PSDB";"SP";3566
"2020005";"JUÍZA SELMA";"S";"PODEMOS";"MT";5476
"2020005";"KÁTIA ABREU";"S";"PP";"TO";4085
"2020005";"LASIER MARTINS";"S";"PODEMOS";"RS";5134
"2020005";"LEILA BARROS";"S";"PSB";"DF";5467
"2020005";"LUIS CARLOS HEINZE";"S";"PP";"RS";3974
"2020005";"LUIZ DO CARMO";"S";"MDB";"GO";5472
"2020005";"MAILZA GOMES";"S";"PP";"AC";5462
"2020005";"MAJOR OLIMPIO";"S";"PSL";"SP";4923
"2020005";"MARA GABRILLI";"S";"PSDB";"SP";4786
"2020005";"MARCELO CASTRO";"S";"MDB";"PI";3979
"2020005";"MARCIO BITTAR";"S";"MDB";"AC";3980
"2020005";"MARCOS DO VAL";"S";"PODEMOS";"ES";5469
"2020005";"MARCOS ROGÉRIO";"S";"DEM";"RO";4869
"2020005";"MARIA DO CARMO ALVES";"S";"DEM";"SE";2557
"2020005";"MECIAS DE JESUS";"S";"REPUBLICANOS";"RR";5483
"2020005";"NELSINHO TRAD";"S";"PSD";"MS";5474
"2020005";"OMAR AZIZ";"S";"PSD";"AM";5135
"2020005";"ORIOVISTO GUIMARÃES";"S";"PODEMOS";"PR";5479
"2020005";"OTTO ALENCAR";"S";"PSD";"BA";5136
"2020005";"PAULO ALBUQUERQUE";"S";"PSD";"AP";5504
"2020005";"PAULO PAIM";"S";"PT";"RS";2979
"2020005";"PAULO ROCHA";"S";"PT";"PA";2981
"2020005";"PLÍNIO VALÉRIO";"S";"PSDB";"AM";4906
"2020005";"PRISCO BEZERRA";"S";"PDT";"CE";5503
"2020005";"RANDOLFE RODRIGUES";"S";"REDE";"AP";4637
"2020005";"REGUFFE";"S";"PODEMOS";"DF";4725
"2020005";"RENAN CALHEIROS";"S";"MDB";"AL";3751
"2020005";"ROBERTO ROCHA";"S";"PSDB";"MA";3019
"2020005";"RODRIGO CUNHA";"S";"PSDB";"AL";5461
"2020005";"RODRIGO PACHECO";"S";"DEM";"MG";5083
"2020005";"ROGÉRIO CARVALHO";"S";"PT";"SE";4828
"2020005";"ROMÁRIO";"S";"PODEMOS";"RJ";4717
"2020005";"ROSE DE FREITAS";"S";"PODEMOS";"ES";3776
"2020005";"SÉRGIO PETECÃO";"S";"PSD";"AC";4537
"2020005";"SIMONE TEBET";"S";"MDB";"MS";5141
"2020005";"SORAYA THRONICKE";"S";"PSL";"MS";5475
"2020005";"STYVENSON VALENTIM";"S";"PODEMOS";"RN";5481
"2020005";"TASSO JEREISSATI";"S";"PSDB";"CE";2454
"2020005";"TELMÁRIO MOTA";"S";"PROS";"RR";5142
"2020005";"VANDERLAN CARDOSO";"S";"PSD";"GO";5471
"2020005";"VENEZIANO VITAL DO RÊGO";"S";"PSB";"PB";5079
"2020005";"WELLINGTON FAGUNDES";"S";"PL";"MT";3088
"2020005";"WEVERTON";"S";"PDT";"MA";4867
"2020005";"ZENAIDE MAIA";"S";"PROS";"RN";5048
"2020005";"ZEQUINHA MARINHO";"S";"PSC";"PA";4302
"2020006";"ACIR GURGACZ";"S";"PDT";"RO";2473
"2020006";"ALESSANDRO VIEIRA";"S";"CIDADANIA";"SE";5484
"2020006";"ALVARO DIAS";"S";"PODEMOS";"PR";2318
"2020006";"ANGELO CORONEL";"S";"PSD";"BA";5464
"2020006";"ANTONIO ANASTASIA";"A";"PSD";"MG";5127
"2020006";"AROLDE DE OLIVEIRA";"S";"PSD";"RJ";2633
"2020006";"CARLOS VIANA";"S";"PSD";"MG";5473
"2020006";"CHICO RODRIGUES";"S";"DEM";"RR";2753
"2020006";"CIRO NOGUEIRA";"S";"PP";"PI";2681
"2020006";"CONFÚCIO MOURA";"S";"MDB";"RO";2685
"2020006";"DANIELLA RIBEIRO";"S";"PP";"PB";5477
